League,Team,Name,Goals,Expected goals (xG),Big chances missed,Successful dribbles,Total shots,Goal conversion %,Average Sofascore,Tackles,Interceptions,Clearances,Errors leading to goal,Big chances created,Assists,Accurate passes,Accurate passes %,Key passes,Saves,Clean sheets,Penalties saved,Saves from inside box,Runs out,Position,Age,Market value
Laliga,Leganés,Borna Barišić,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Left Back,32.0,€1.00m
Premier League,Southampton,Cameron Archer,2.0,5.1,9.0,14.0,28.0,7.14,6.5,11.0,2.0,9.0,0.0,0.0,0.0,191.0,82.68,4.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,23.0,€14.00m
Laliga,Real Sociedad,Dani Díaz,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,Right Midfielder,18.0,€300k
Premier League,Southampton,Ronnie Edwards,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,22.0,€3.80m
Premier League,Crystal Palace,Joel Ward,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-Back,35.0,€600k
Premier League,Brentford,Jayden Meghoma,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Left-Back,18.0,
Premier League,Manchester City,Jahmai Simpson-Pusey,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.0,0.0,2.0,0.0,0.0,0.0,106.0,92.98,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,19.0,€2.00m
Laliga,RCD Espanyol,Roger Hinojo,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,1.0,0.0,0.0,0.0,0.0,4.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,20.0,€52k
Premier League,Crystal Palace,Caleb Kporha,0.0,0.0,0.0,0.0,0.0,0.0,6.5,2.0,0.0,1.0,0.0,0.0,0.0,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,Right-Back,18.0,€1.00m
Premier League,Manchester City,Divin Mubama,0.0,0.04,0.0,0.0,1.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,Centre Forward,20.0,€4.00m
Premier League,Ipswich,Ali Al-Hamadi,0.0,0.35,0.0,4.0,4.0,0.0,6.5,1.0,0.0,2.0,0.0,0.0,0.0,25.0,83.33,2.0,0.0,0.0,0.0,0.0,0.0,Centre Forward,23.0,€2.50m
Laliga,Real Valladolid,Adrián Arnu,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,18.0,€475k
Laliga,UD Las Palmas,Enzo Loiodice,0.0,0.14,0.0,3.0,4.0,0.0,6.5,11.0,5.0,7.0,1.0,0.0,0.0,263.0,85.39,3.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,24.0,€1.50m
Laliga,Girona FC,Min-su Kim,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.0,0.0,0.0,0.0,0.0,0.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Left Winger,19.0,€1.00m
Premier League,Leicester,Jake Evans,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,16.0,
Premier League,Nottingham Forest,Eric da Silva Moreira,0.0,0.0,0.0,0.0,0.0,0.0,6.5,2.0,1.0,0.0,0.0,0.0,0.0,5.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,Right Midfield,19.0,€1.00m
Premier League,Brentford,Kim Ji-Soo,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,2.0,0.0,0.0,0.0,25.0,89.29,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,20.0,€620k
Premier League,Bournemouth,Daniel Jebbison,0.0,0.67,2.0,4.0,3.0,0.0,6.5,3.0,1.0,1.0,0.0,0.0,0.0,28.0,84.85,3.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,21.0,€4.00m
Premier League,Tottenham,Will Lankshear,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre Forward,20.0,€3.00m
Laliga,CA Osasuna,Iker Benito,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,1.0,2.0,0.0,0.0,0.0,9.0,81.82,1.0,0.0,0.0,0.0,0.0,0.0,Winger,22.0,€875k
Laliga,Athletic Club,Javier Martón,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,85.71,0.0,0.0,0.0,0.0,0.0,0.0,Striker,26.0,€€515k
Laliga,Deportivo Alavés,Abderrahman Rebbach,0.0,0.17,0.0,3.0,6.0,0.0,6.49,3.0,0.0,6.0,0.0,0.0,0.0,69.0,69.7,6.0,0.0,0.0,0.0,0.0,0.0,Left Winger,26.0,€680k
Laliga,Deportivo Alavés,Hugo Novoa Ramos,0.0,0.49,1.0,3.0,1.0,0.0,6.48,8.0,0.0,5.0,0.0,0.0,0.0,41.0,78.85,2.0,0.0,0.0,0.0,0.0,0.0,Right Winger,22.0,€1.80m
Laliga,Real Betis,Mateo Flores,0.0,0.0,0.0,0.0,0.0,0.0,6.47,3.0,2.0,3.0,0.0,0.0,0.0,55.0,80.88,0.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,21.0,€1.00m
Laliga,UD Las Palmas,Marc Cardona,0.0,0.38,0.0,1.0,4.0,0.0,6.47,2.0,0.0,0.0,0.0,0.0,0.0,38.0,80.85,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,29.0,€900k
Laliga,RCD Mallorca,Chiquinho,0.0,0.31,0.0,5.0,4.0,0.0,6.47,1.0,2.0,0.0,0.0,0.0,0.0,18.0,78.26,3.0,0.0,0.0,0.0,0.0,0.0,Right Winger,25.0,€2.50m
Premier League,Bournemouth,Julián Araujo,0.0,0.0,0.0,0.0,0.0,0.0,6.47,8.0,6.0,14.0,0.0,0.0,0.0,140.0,81.4,0.0,0.0,0.0,0.0,0.0,0.0,Right-Back,23.0,€10.00m
Premier League,Fulham,Harrison Reed,0.0,0.23,0.0,0.0,3.0,0.0,6.45,6.0,1.0,2.0,0.0,1.0,0.0,38.0,79.17,1.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,30.0,€7.00m
Laliga,Valencia CF,Stole Dimitrievski,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,5.0,0.0,0.0,0.0,43.0,39.81,0.0,6.0,0.0,0.0,4.0,8.0,Goalkeeper,31.0,€3.00m
Laliga,Rayo Vallecano,Etienne Eto'o Pineda,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,22.0,€185k
Laliga,Real Valladolid,Víctor Meseguer,0.0,0.69,1.0,1.0,6.0,0.0,6.45,0.0,0.0,0.0,0.0,0.0,0.0,146.0,78.92,1.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,25.0,€1.90m
Laliga,Girona FC,Jhon Solís,1.0,0.66,0.0,5.0,4.0,25.0,6.44,0.0,0.0,0.0,0.0,0.0,0.0,244.0,91.73,2.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,20.0,€3.50m
Laliga,Real Valladolid,Antonio Candela,0.0,0.04,0.0,0.0,1.0,0.0,6.44,9.0,6.0,25.0,0.0,0.0,0.0,256.0,80.76,4.0,0.0,0.0,0.0,0.0,0.0,Right-Back,25.0,€2.00m
Laliga,Real Valladolid,André Ferreira,0.0,0.0,0.0,0.0,0.0,0.0,6.44,0.0,0.0,9.0,2.0,0.0,0.0,112.0,66.67,0.0,20.0,0.0,0.0,10.0,1.0,Goalkeeper,28.0,€800k
Premier League,Newcastle,Callum Wilson,0.0,0.38,1.0,1.0,6.0,0.0,6.43,2.0,1.0,1.0,0.0,0.0,0.0,28.0,73.68,1.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,33.0,€11.00m
Laliga,Getafe,Abdoulaye Keita,0.0,0.05,0.0,1.0,2.0,0.0,6.43,2.0,0.0,3.0,0.0,0.0,0.0,14.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,22.0,€205k
Premier League,Liverpool,Federico Chiesa,0.0,0.25,1.0,0.0,4.0,0.0,6.42,0.0,0.0,0.0,0.0,0.0,0.0,21.0,91.3,0.0,0.0,0.0,0.0,0.0,0.0,Right Winger,27.0,€18.00m
Premier League,Aston Villa,Andrés García,0.0,0.04,0.0,5.0,2.0,0.0,6.41,9.0,2.0,8.0,1.0,1.0,0.0,146.0,92.41,3.0,0.0,0.0,0.0,0.0,0.0,Right-Back,22.0,€7.00m
Laliga,RCD Espanyol,Rafael Bauza,0.0,0.06,0.0,1.0,3.0,0.0,6.4,5.0,0.0,5.0,0.0,0.0,0.0,46.0,85.19,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,20.0,€190k
Premier League,Brentford,Frank Onyeka,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,85.71,0.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,27.0,€7.00m
Premier League,Ipswich,Harry Clarke,0.0,0.08,0.0,1.0,1.0,0.0,6.4,5.0,4.0,12.0,0.0,0.0,0.0,171.0,82.21,1.0,0.0,0.0,0.0,0.0,0.0,Right-Back,24.0,€5.00m
Laliga,CA Osasuna,Javi Martínez,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfielder,25.0,€760k
Laliga,UD Las Palmas,Aboubacar Bassinga,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,19.0,€97k
Premier League,Ipswich,Marcus Harness,0.0,0.0,0.0,0.0,0.0,0.0,6.4,1.0,0.0,1.0,0.0,0.0,0.0,10.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,Right Winger,29.0,€800k
Premier League,Southampton,Samuel Amo-Ameyaw,0.0,0.02,0.0,1.0,1.0,0.0,6.4,1.0,0.0,0.0,0.0,0.0,0.0,7.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,Right Winger,18.0,€2.00m
Premier League,Brentford,Yunus Konak,0.0,0.15,0.0,0.0,1.0,0.0,6.38,4.0,0.0,0.0,0.0,0.0,0.0,25.0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfielder,19.0,€4.20m
Laliga,CA Osasuna,Nacho Vidal,0.0,0.0,0.0,2.0,0.0,0.0,6.38,2.0,0.0,6.0,0.0,0.0,0.0,27.0,77.14,0.0,0.0,0.0,0.0,0.0,0.0,Right Back,30.0,€1.60m
Laliga,Celta Vigo,Mihailo Ristić,0.0,0.0,0.0,2.0,0.0,0.0,6.38,3.0,1.0,6.0,0.0,0.0,1.0,125.0,79.11,2.0,0.0,0.0,0.0,0.0,0.0,Left Back,29.0,€870k
Premier League,Southampton,Armel Bella-Kotchap,0.0,0.32,1.0,0.0,1.0,0.0,6.38,7.0,5.0,21.0,0.0,0.0,0.0,202.0,90.58,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,23.0,€12.00m
Premier League,Manchester United,Scott McTominay,0.0,0.07,0.0,0.0,1.0,0.0,6.35,0.0,0.0,1.0,0.0,0.0,0.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,28.0,€40.00m
Laliga,Real Valladolid,Joseph Aidoo,0.0,0.04,0.0,1.0,1.0,0.0,6.35,6.0,4.0,22.0,0.0,0.0,0.0,328.0,89.62,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,29.0,€1.40m
Premier League,Everton,Harrison Armstrong,0.0,0.37,1.0,1.0,1.0,0.0,6.3,0.0,0.0,1.0,0.0,0.0,0.0,7.0,53.85,1.0,0.0,0.0,0.0,0.0,0.0,Centre Forward,18.0,€500k
Premier League,Southampton,Albert Grønbaek,0.0,0.12,0.0,0.0,2.0,0.0,6.3,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfielder,23.0,€12.70m
Laliga,Valencia CF,Maximiliano Caufriez,0.0,0.0,0.0,0.0,0.0,0.0,6.3,1.0,1.0,4.0,0.0,0.0,0.0,11.0,78.57,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,28.0,€1.40m
Premier League,Liverpool,Jayden Danns,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre Forward,19.0,€800k
Premier League,Leicester,Danny Ward,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,1.0,0.0,0.0,0.0,32.0,72.73,0.0,4.0,0.0,0.0,3.0,1.0,Goalkeeper,31.0,€1.50m
Premier League,Wolves,Nasser Djiga,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,2.0,3.0,0.0,0.0,0.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,22.0,€10.00m
Laliga,Real Madrid,Jacobo Ramón,0.0,0.0,0.0,0.0,0.0,0.0,6.3,2.0,0.0,0.0,0.0,0.0,0.0,58.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,20.0,€530k
Laliga,Real Madrid,Fran Gonzalez,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,2.0,0.0,0.0,0.0,16.0,94.12,0.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,19.0,€365k
Laliga,Real Valladolid,Raúl Chasco,0.0,0.0,0.0,0.0,0.0,0.0,6.3,4.0,2.0,1.0,0.0,0.0,0.0,26.0,66.67,1.0,0.0,0.0,0.0,0.0,0.0,Right Back,21.0,€160k
Premier League,Southampton,Ryan Fraser,0.0,0.03,0.0,2.0,1.0,0.0,6.26,6.0,1.0,8.0,0.0,0.0,0.0,74.0,85.06,2.0,0.0,0.0,0.0,0.0,0.0,Left Winger,31.0,€3.00m
Premier League,Manchester United,Altay Bayındır,0.0,0.0,0.0,0.0,0.0,0.0,6.23,0.0,0.0,10.0,1.0,0.0,0.0,67.0,56.3,0.0,7.0,0.0,0.0,7.0,3.0,Goalkeeper,27.0,€10.00m
Laliga,CA Osasuna,Unai García,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,1.0,0.0,0.0,0.0,35.0,94.59,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,33.0,€1.00m
Laliga,Valencia CF,Rodrigo Abajas,0.0,0.07,0.0,1.0,1.0,0.0,6.2,3.0,1.0,0.0,0.0,0.0,0.0,11.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,Winger,21.0,€94k
Laliga,Athletic Club,Malcom Ares,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,Left Winger,23.0,€1.50m
Premier League,Everton,Mason Holgate,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,28.0,€4.50m
Laliga,Real Valladolid,Henrique,0.0,0.0,0.0,3.0,0.0,0.0,6.2,3.0,2.0,3.0,0.0,0.0,0.0,120.0,87.59,1.0,0.0,0.0,0.0,0.0,0.0,Striker,31.0,€555k
Premier League,Brentford,Rico Henry,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,1.0,2.0,0.0,0.0,0.0,15.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,Left-Back,27.0,€17.00m
Laliga,Real Valladolid,Kenedy,0.0,0.03,0.0,0.0,1.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Left Winger,29.0,€300k
Laliga,Celta Vigo,Luca De La Torre,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,26.0,€1.50m
Premier League,Everton,Roman Dixon,0.0,0.0,0.0,0.0,0.0,0.0,6.2,5.0,1.0,2.0,0.0,0.0,0.0,9.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,20.0,
Premier League,Brighton,Eiran Joe Cashin,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,2.0,0.0,0.0,0.0,23.0,85.19,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,23.0,€8.00m
Premier League,Ipswich,Ben Godfrey,0.0,0.0,0.0,0.0,0.0,0.0,6.03,1.0,2.0,3.0,0.0,0.0,0.0,41.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,27.0,€8.00m
Laliga,Real Madrid,Jesús Vallejo,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,26.0,83.87,1.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,28.0,€1.00m
Laliga,Real Valladolid,Arnau Rafús,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,73.68,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,22.0,€145k
Laliga,UD Las Palmas,Valentin Pezzolesi,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,1.0,1.0,0.0,0.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfielder,18.0,
Laliga,Celta Vigo,Tadeo Allende,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,Winger,26.0,€1.90m
Laliga,Real Madrid,Daniel Yañez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,18.0,€165k
Premier League,Wolves,Alfie Pond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,21.0,€250k
Premier League,Manchester City,Vitor Reis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,19.0,€30.00m
Premier League,Fulham,Jay Stansfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre Forward,22.0,€9.00m
Premier League,Leicester,Michael Golding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,18.0,€2.00m
Premier League,Chelsea,Shumaira Mheuka,0.0,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre Forward,17.0,€500k
Premier League,Wolves,Boubacar Traoré,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,23.0,€6.00m
Premier League,West Ham,Kaelan Casey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,20.0,€1.00m
Premier League,Leicester,Will Alves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfielder,20.0,
Premier League,Bournemouth,Zain Silcott-Duberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Left Winger,19.0,
Premier League,Ipswich,George Edmundson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,27.0,€350k
Premier League,Bournemouth,Remy Rees-Dottin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,19.0,
Premier League,Wolves,Mateus Mané,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,17.0,
Laliga,Real Madrid,Lorenzo Aguado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,22.0,€97k
Serie A,Inter Milan,Federico Dimarco,4.0,3.24,3.0,3.0,54.0,7.41,7.27,23.0,14.0,24.0,2.0,16.0,7.0,788.0,83.83,47.0,0.0,0.0,0.0,0.0,0.0,Left-Back,27.0,€60.00m
Serie A,Lecce,Tommaso Augello,0.0,0.25,0.0,24.0,7.0,0.0,6.89,48.0,16.0,90.0,0.0,12.0,6.0,865.0,78.0,36.0,0.0,0.0,0.0,0.0,0.0,Left-Back,30.0,€1.80m
Serie A,Atalanta,Ademola Lookman,15.0,10.28,13.0,35.0,80.0,18.75,7.33,32.0,3.0,5.0,0.0,11.0,5.0,624.0,78.99,62.0,0.0,0.0,0.0,0.0,0.0,Left Winger,27.0,€60.00m
Serie A,Como,Nico Paz,6.0,8.65,5.0,65.0,102.0,5.88,7.29,50.0,19.0,14.0,0.0,11.0,8.0,919.0,83.85,50.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,20.0,€35.00m
Serie A,Atalanta,Charles De Ketelaere,7.0,7.23,10.0,42.0,47.0,14.89,7.12,12.0,3.0,9.0,0.0,11.0,6.0,681.0,79.37,39.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,24.0,€38.00m
Serie A,AC Milan,Rafael Leão,8.0,6.68,7.0,59.0,65.0,12.31,7.22,14.0,6.0,3.0,0.0,10.0,8.0,589.0,76.89,58.0,0.0,0.0,0.0,0.0,0.0,Left Winger,25.0,€75.00m
Serie A,Bologna,Juan Miranda,0.0,0.61,0.0,7.0,20.0,0.0,7.17,32.0,21.0,41.0,0.0,10.0,6.0,1139.0,82.0,55.0,0.0,0.0,0.0,0.0,0.0,Left-Back,25.0,€11.00m
Serie A,Atalanta,Raoul Bellanova,0.0,1.09,3.0,21.0,19.0,0.0,7.01,23.0,18.0,36.0,0.0,10.0,8.0,783.0,84.47,32.0,0.0,0.0,0.0,0.0,0.0,Right-Back,24.0,€22.00m
Serie A,Empoli,Giuseppe Pezzella,0.0,0.51,0.0,17.0,14.0,0.0,6.78,53.0,15.0,94.0,0.0,10.0,3.0,536.0,73.02,37.0,0.0,0.0,0.0,0.0,0.0,Left-Back,27.0,€2.50m
Serie A,Inter Milan,Hakan Çalhanoğlu,5.0,4.34,1.0,3.0,44.0,11.36,7.41,40.0,18.0,21.0,0.0,9.0,4.0,1316.0,90.32,47.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,31.0,€35.00m
Serie A,Inter Milan,Lautaro Martínez,12.0,13.46,19.0,17.0,102.0,11.76,7.2,30.0,10.0,15.0,0.0,9.0,3.0,468.0,76.6,37.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,27.0,€95.00m
