League,Team,Name,Goals,Expected goals (xG),Big chances missed,Successful dribbles,Total shots,Goal conversion %,Average Sofascore,Tackles,Interceptions,Clearances,Errors leading to goal,Big chances created,Assists,Accurate passes,Accurate passes %,Key passes,Saves,Clean sheets,Penalties saved,Saves from inside box,Runs out,Position,Age,Market value
Laliga,Girona FC,Paulo Gazzaniga,0.0,0.0,0.0,3.0,0.0,0.0,6.89,1.0,0.0,21.0,3.0,0.0,0.0,836.0,78.2,0.0,89.0,7.0,3.0,61.0,13.0,Goalkeeper,33.0,€3.50m
Laliga,Villarreal,Kiko Femenía,0.0,0.36,1.0,17.0,3.0,0.0,6.89,50.0,40.0,55.0,0.0,3.0,1.0,1134.0,90.43,16.0,0.0,0.0,0.0,0.0,0.0,Right-Back,34.0,€1.20m
Premier League,Manchester United,Patrick Dorgu,0.0,0.38,0.0,3.0,9.0,0.0,6.89,25.0,4.0,16.0,2.0,1.0,0.0,250.0,85.62,8.0,0.0,0.0,0.0,0.0,0.0,Left-Back,20.0,€25.00m
Premier League,Ipswich,Cameron Burgess,0.0,1.13,2.0,0.0,10.0,0.0,6.89,17.0,14.0,125.0,0.0,0.0,2.0,626.0,81.3,7.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,29.0,€2.50m
Premier League,Nottingham Forest,Nicolás Domínguez,0.0,1.52,3.0,3.0,20.0,0.0,6.89,78.0,29.0,47.0,1.0,2.0,1.0,756.0,87.7,13.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,26.0,€17.00m
Premier League,West Ham,Alphonse Areola,0.0,0.0,0.0,0.0,0.0,0.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,32.0,€10.00m
Laliga,Girona FC,Arthur,0.0,0.15,0.0,6.0,4.0,0.0,6.89,23.0,7.0,9.0,0.0,0.0,0.0,610.0,93.7,5.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,28.0,€5.00m
Laliga,RCD Mallorca,José Copete,0.0,0.46,1.0,4.0,6.0,0.0,6.89,27.0,17.0,113.0,0.0,0.0,0.0,638.0,84.17,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,25.0,€2.80m
Laliga,Sevilla,José Ángel Carmona,0.0,0.47,0.0,17.0,18.0,0.0,6.89,77.0,63.0,80.0,0.0,3.0,0.0,1128.0,82.16,17.0,0.0,0.0,0.0,0.0,0.0,Right-Back,23.0,€12.00m
Laliga,Valencia CF,André Almeida,0.0,0.69,1.0,21.0,15.0,0.0,6.89,46.0,8.0,12.0,0.0,4.0,3.0,689.0,89.25,39.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,24.0,€8.00m
Premier League,Brentford,Keane Lewis-Potter,1.0,2.55,3.0,41.0,27.0,3.7,6.89,46.0,19.0,63.0,1.0,4.0,3.0,795.0,80.63,25.0,0.0,0.0,0.0,0.0,0.0,Left-Back,24.0,€23.00m
Premier League,Everton,Orel Mangala,1.0,1.12,0.0,14.0,16.0,6.25,6.89,16.0,21.0,21.0,0.0,0.0,0.0,436.0,90.27,8.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,27.0,€20.00m
Laliga,Atlético Madrid,Alexander Sørloth,13.0,11.95,14.0,14.0,60.0,21.67,6.89,8.0,1.0,24.0,0.0,2.0,2.0,204.0,65.38,13.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,29.0,€25.00m
Premier League,Leicester,Bilal El Khannouss,2.0,1.27,0.0,31.0,29.0,6.9,6.89,47.0,6.0,9.0,0.0,8.0,3.0,727.0,80.07,38.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,21.0,€30.00m
Premier League,Manchester City,Stefan Ortega,0.0,0.0,0.0,0.0,0.0,0.0,6.88,0.0,0.0,14.0,0.0,0.0,0.0,320.0,79.4,0.0,33.0,3.0,0.0,25.0,6.0,Goalkeeper,32.0,€9.00m
Laliga,Real Madrid,Brahim Díaz,4.0,5.47,7.0,22.0,27.0,14.81,6.88,24.0,4.0,1.0,1.0,3.0,2.0,534.0,88.7,21.0,0.0,0.0,0.0,0.0,0.0,Right Winger,25.0,€45.00m
Laliga,Real Valladolid,Iván Sánchez,2.0,0.59,0.0,21.0,13.0,15.38,6.88,35.0,13.0,8.0,0.0,5.0,1.0,368.0,84.21,23.0,0.0,0.0,0.0,0.0,0.0,Right Winger,32.0,€600k
Laliga,Getafe,Álvaro Rodríguez,2.0,1.14,1.0,14.0,22.0,9.09,6.88,9.0,3.0,12.0,0.0,1.0,0.0,99.0,49.75,4.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,20.0,€2.50m
Premier League,Fulham,Rodrigo Muniz,8.0,5.81,5.0,6.0,39.0,20.51,6.88,10.0,5.0,14.0,0.0,1.0,1.0,92.0,65.71,7.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,24.0,€20.00m
Laliga,Sevilla,Ruben Vargas,2.0,1.98,3.0,12.0,17.0,11.76,6.88,7.0,3.0,10.0,0.0,1.0,1.0,148.0,73.63,13.0,0.0,0.0,0.0,0.0,0.0,Left Winger,26.0,€7.00m
Premier League,Manchester City,John Stones,2.0,0.43,0.0,2.0,2.0,100.0,6.88,6.0,4.0,18.0,1.0,0.0,0.0,367.0,91.29,2.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,30.0,€30.00m
Premier League,Arsenal,Gabriel Jesus,3.0,2.99,3.0,9.0,20.0,15.0,6.88,10.0,4.0,7.0,0.0,1.0,0.0,152.0,80.0,8.0,0.0,0.0,0.0,0.0,0.0,Centre Forward,28.0,€40.00m
Premier League,Nottingham Forest,Ola Aina,2.0,0.62,1.0,32.0,10.0,20.0,6.88,54.0,31.0,98.0,0.0,2.0,1.0,783.0,80.23,15.0,0.0,0.0,0.0,0.0,0.0,Right-Back,28.0,€20.00m
Premier League,Ipswich,Julio Enciso,2.0,2.54,1.0,37.0,48.0,4.17,6.88,12.0,1.0,7.0,0.0,4.0,3.0,251.0,73.82,16.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,21.0,€22.00m
Premier League,Liverpool,Joe Gomez,0.0,0.33,1.0,0.0,3.0,0.0,6.88,13.0,7.0,19.0,0.0,0.0,0.0,372.0,89.42,2.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,27.0,€25.00m
Premier League,Brighton,Bart Verbruggen,0.0,0.0,0.0,2.0,0.0,0.0,6.88,0.0,0.0,45.0,5.0,0.0,1.0,843.0,74.73,1.0,87.0,7.0,0.0,73.0,12.0,Goalkeeper,22.0,€25.00m
Premier League,Newcastle,Valentino Livramento,0.0,0.26,0.0,22.0,5.0,0.0,6.88,54.0,21.0,90.0,0.0,5.0,1.0,1109.0,87.05,24.0,0.0,0.0,0.0,0.0,0.0,Right Back,22.0,€35.00m
Laliga,Athletic Club,Óscar de Marcos,0.0,0.98,2.0,2.0,7.0,0.0,6.88,28.0,14.0,26.0,0.0,5.0,4.0,583.0,79.43,18.0,0.0,0.0,0.0,0.0,0.0,Right-Back,36.0,€1.50m
Laliga,UD Las Palmas,Andy Pelmard,0.0,0.01,0.0,1.0,1.0,0.0,6.88,5.0,2.0,17.0,0.0,0.0,0.0,87.0,88.78,1.0,0.0,0.0,0.0,0.0,0.0,Right-Back,25.0,€2.50m
Premier League,Everton,Ashley Young,1.0,0.27,0.0,5.0,6.0,16.67,6.88,53.0,24.0,56.0,0.0,6.0,3.0,490.0,73.03,22.0,0.0,0.0,0.0,0.0,0.0,Right-Back,39.0,€500k
Premier League,Aston Villa,John McGinn,1.0,2.93,4.0,18.0,26.0,3.85,6.88,31.0,14.0,14.0,0.0,6.0,4.0,647.0,86.85,29.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,30.0,€18.00m
Premier League,Brighton,Joël Veltman,0.0,0.47,1.0,4.0,6.0,0.0,6.88,42.0,18.0,62.0,0.0,2.0,0.0,614.0,82.09,6.0,0.0,0.0,0.0,0.0,0.0,Right-Back,33.0,€7.00m
Laliga,Celta Vigo,Vicente Guaita,0.0,0.0,0.0,0.0,0.0,0.0,6.88,0.0,0.0,39.0,2.0,0.0,0.0,565.0,77.19,0.0,77.0,7.0,0.0,49.0,16.0,Goalkeeper,38.0,€800k
Laliga,Athletic Club,Andoni Gorosabel,0.0,0.33,1.0,6.0,2.0,0.0,6.88,43.0,17.0,49.0,0.0,4.0,2.0,536.0,84.41,14.0,0.0,0.0,0.0,0.0,0.0,Right-Back,28.0,€5.00m
Premier League,Crystal Palace,Chris Richards,1.0,1.34,2.0,1.0,12.0,8.33,6.87,44.0,19.0,93.0,0.0,0.0,0.0,638.0,81.38,2.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,25.0,€12.00m
Laliga,Sevilla,Albert Sambi Lokonga,0.0,0.64,0.0,4.0,10.0,0.0,6.87,21.0,9.0,23.0,0.0,1.0,2.0,784.0,89.7,19.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,25.0,€9.00m
Premier League,Brighton,Yasin Ayari,1.0,2.25,2.0,18.0,26.0,3.85,6.87,56.0,20.0,24.0,0.0,6.0,1.0,724.0,85.48,28.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,21.0,€17.00m
Laliga,RCD Espanyol,Carlos Romero,2.0,1.8,2.0,16.0,23.0,8.7,6.87,59.0,23.0,80.0,0.0,4.0,1.0,512.0,76.3,26.0,0.0,0.0,0.0,0.0,0.0,Left-Back,23.0,€3.00m
Laliga,Sevilla,Dijbril Sow,1.0,2.0,2.0,8.0,19.0,5.26,6.87,0.0,0.0,0.0,0.0,4.0,1.0,826.0,89.49,21.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,28.0,€7.10m
Laliga,Girona FC,David López,1.0,0.76,1.0,6.0,11.0,9.09,6.87,31.0,14.0,104.0,1.0,0.0,0.0,31.0,91.18,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,35.0,€2.00m
Laliga,UD Las Palmas,Javier Muñoz,1.0,1.24,1.0,21.0,24.0,4.17,6.87,43.0,31.0,32.0,0.0,4.0,3.0,858.0,79.81,30.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfielder,30.0,€2.50m
Premier League,Ipswich,Liam Delap,12.0,9.31,10.0,40.0,67.0,17.91,6.87,11.0,2.0,28.0,0.0,3.0,2.0,213.0,61.92,21.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,22.0,€35.00m
Laliga,Girona FC,David López,1.0,0.76,1.0,6.0,11.0,9.09,6.87,31.0,14.0,104.0,1.0,0.0,0.0,31.0,91.18,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,22.0,€500k
Laliga,Getafe,Christantus Uche,3.0,3.41,2.0,31.0,46.0,6.52,6.87,28.0,9.0,18.0,0.0,6.0,5.0,348.0,67.84,25.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,21.0,€8.00m
Laliga,CA Osasuna,Flavien Boyomo,2.0,1.49,0.0,8.0,13.0,15.38,6.87,67.0,36.0,114.0,1.0,1.0,0.0,1271.0,87.72,3.0,0.0,0.0,0.0,0.0,0.0,Centre Back,23.0,€20.00m
Premier League,Aston Villa,Ezri Konsa,1.0,0.93,0.0,8.0,9.0,11.11,6.87,32.0,21.0,100.0,1.0,1.0,0.0,1417.0,93.04,5.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,27.0,€35.00m
Laliga,Sevilla,Nemanja Gudelj,0.0,0.55,0.0,5.0,18.0,0.0,6.87,39.0,25.0,82.0,1.0,0.0,1.0,1122.0,88.42,14.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,33.0,€3.50m
Premier League,Bournemouth,Tyler Adams,0.0,1.55,2.0,3.0,8.0,0.0,6.86,78.0,32.0,35.0,0.0,1.0,3.0,812.0,84.5,17.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,26.0,€18.00m
Laliga,Real Valladolid,Raúl Moro,4.0,3.53,6.0,52.0,40.0,10.0,6.86,21.0,10.0,16.0,0.0,8.0,5.0,416.0,73.63,43.0,0.0,0.0,0.0,0.0,0.0,Left Winger,22.0,€5.00m
Premier League,West Ham,Niclas Füllkrug,3.0,2.0,0.0,1.0,14.0,21.43,6.86,3.0,1.0,12.0,0.0,2.0,2.0,108.0,66.67,13.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,32.0,€12.00m
Laliga,Leganés,Juan Cruz,4.0,1.6,0.0,38.0,30.0,13.33,6.86,30.0,11.0,24.0,0.0,0.0,0.0,338.0,81.45,2.0,0.0,0.0,0.0,0.0,0.0,Left-Back,32.0,€1.80m
Laliga,Rayo Vallecano,Pathé Ismaël Ciss,4.0,1.88,1.0,12.0,20.0,20.0,6.86,45.0,34.0,54.0,0.0,2.0,1.0,901.0,85.57,16.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfielder,31.0,€2.00m
Laliga,Real Betis,Adrián,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,21.0,1.0,0.0,0.0,315.0,72.75,0.0,34.0,3.0,0.0,18.0,8.0,Goalkeeper,38.0,€500k
Premier League,Chelsea,Malo Gusto,0.0,1.7,2.0,4.0,22.0,0.0,6.86,44.0,24.0,39.0,1.0,1.0,1.0,1077.0,89.08,22.0,0.0,0.0,0.0,0.0,0.0,Right-Back,21.0,€35.00m
Laliga,Deportivo Alavés,Carles Aleñá,0.0,1.47,1.0,12.0,16.0,0.0,6.86,23.0,2.0,9.0,0.0,1.0,2.0,385.0,79.22,16.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,27.0,€2.50m
Laliga,Sevilla,Suso,0.0,0.49,0.0,9.0,10.0,0.0,6.86,5.0,2.0,0.0,0.0,1.0,1.0,197.0,84.55,17.0,0.0,0.0,0.0,0.0,0.0,Right Winger,31.0,€2.50m
Premier League,Manchester City,Nico González,0.0,0.29,2.0,1.0,7.0,0.0,6.86,15.0,5.0,17.0,0.0,0.0,0.0,518.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,23.0,€40.00m
Premier League,Fulham,Sander Berge,0.0,0.16,0.0,11.0,2.0,0.0,6.86,48.0,21.0,35.0,0.0,0.0,0.0,1059.0,91.61,18.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,27.0,€25.00m
Laliga,Atlético Madrid,Robin Le Normand,0.0,1.08,2.0,2.0,9.0,0.0,6.86,26.0,9.0,108.0,0.0,2.0,0.0,1069.0,90.44,4.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,28.0,€40.00m
Laliga,Leganés,Duk,0.0,0.02,0.0,10.0,2.0,0.0,6.86,6.0,0.0,1.0,0.0,1.0,0.0,21.0,70.0,4.0,0.0,0.0,0.0,0.0,0.0,Left Winger,25.0,€1.20m
Premier League,Brentford,Vitaly Janelt,1.0,0.82,0.0,3.0,14.0,7.14,6.86,38.0,27.0,48.0,0.0,7.0,3.0,857.0,84.43,15.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,27.0,€22.00m
Laliga,Real Sociedad,Jon Aramburu,1.0,0.45,0.0,7.0,11.0,9.09,6.86,94.0,28.0,90.0,0.0,1.0,1.0,929.0,80.57,15.0,0.0,0.0,0.0,0.0,0.0,Right-Back,22.0,€12.00m
Laliga,Atlético Madrid,Koke,1.0,1.06,1.0,8.0,10.0,10.0,6.86,43.0,18.0,24.0,0.0,2.0,1.0,1242.0,88.27,12.0,0.0,0.0,0.0,0.0,0.0,Right Midfield,33.0,€10.00m
Laliga,Leganés,Juan Cruz,4.0,1.6,0.0,38.0,30.0,13.33,6.86,30.0,11.0,24.0,0.0,0.0,0.0,338.0,81.45,2.0,0.0,0.0,0.0,0.0,0.0,Left Winger,25.0,€4.00m
Laliga,Sevilla,Adrià Pedrosa,1.0,0.55,0.0,16.0,20.0,5.0,6.86,55.0,21.0,67.0,0.0,4.0,1.0,638.0,77.8,18.0,0.0,0.0,0.0,0.0,0.0,Left-Back,26.0,€7.00m
Laliga,Atlético Madrid,Javi Galán,0.0,0.18,0.0,23.0,8.0,0.0,6.85,50.0,11.0,40.0,0.0,7.0,3.0,644.0,85.52,13.0,0.0,0.0,0.0,0.0,0.0,Left-Back,30.0,€4.00m
Laliga,Celta Vigo,Sergio Carreira,0.0,0.51,1.0,12.0,11.0,0.0,6.85,27.0,17.0,28.0,0.0,4.0,4.0,517.0,78.33,15.0,0.0,0.0,0.0,0.0,0.0,Right-Back,24.0,€3.00m
Laliga,RCD Mallorca,Samú Costa,0.0,1.76,3.0,9.0,27.0,0.0,6.85,77.0,31.0,74.0,0.0,3.0,2.0,1073.0,81.85,14.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,24.0,€15.00m
Laliga,Atlético Madrid,Nahuel Molina,0.0,0.56,1.0,14.0,8.0,0.0,6.85,40.0,12.0,40.0,0.0,3.0,3.0,747.0,82.54,13.0,0.0,0.0,0.0,0.0,0.0,Right-Back,27.0,€25.00m
Premier League,Southampton,Samuel Edozie,0.0,0.0,0.0,2.0,0.0,0.0,6.85,3.0,0.0,0.0,0.0,0.0,0.0,24.0,82.76,1.0,0.0,0.0,0.0,0.0,0.0,Left Winger,22.0,€8.00m
Laliga,UD Las Palmas,Viti Rozada,0.0,0.07,0.0,8.0,3.0,0.0,6.85,69.0,26.0,46.0,0.0,2.0,2.0,564.0,84.3,12.0,0.0,0.0,0.0,0.0,0.0,Right-Back,27.0,€2.50m
Laliga,Rayo Vallecano,James Rodríguez,0.0,0.29,0.0,5.0,4.0,0.0,6.85,3.0,1.0,0.0,0.0,0.0,0.0,74.0,89.16,2.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfielder,33.0,€2.50m
Premier League,Wolves,Pedro Lima,0.0,0.06,0.0,1.0,1.0,0.0,6.85,1.0,2.0,4.0,0.0,0.0,0.0,20.0,76.92,2.0,0.0,0.0,0.0,0.0,0.0,Right-Back,18.0,€5.00m
Premier League,Ipswich,Jacob Greaves,1.0,1.28,2.0,4.0,9.0,11.11,6.85,38.0,19.0,130.0,2.0,0.0,0.0,847.0,86.61,4.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,24.0,€20.00m
Premier League,Chelsea,Tyrique George,1.0,0.2,1.0,3.0,3.0,33.33,6.85,2.0,1.0,1.0,0.0,1.0,1.0,36.0,85.71,5.0,0.0,0.0,0.0,0.0,0.0,Left Winger,19.0,€3.50m
Premier League,Brighton,Matt O'Riley,1.0,2.03,2.0,8.0,21.0,4.76,6.85,16.0,13.0,9.0,1.0,3.0,1.0,286.0,82.66,19.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,24.0,€22.00m
Premier League,Bournemouth,Philip Billing,0.0,0.56,0.0,1.0,5.0,0.0,6.85,14.0,5.0,2.0,0.0,3.0,0.0,67.0,74.44,9.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,28.0,€12.00m
Laliga,Girona FC,Arnaut Danjuma,4.0,4.39,4.0,24.0,36.0,11.11,6.85,10.0,2.0,2.0,0.0,3.0,0.0,310.0,81.58,22.0,0.0,0.0,0.0,0.0,0.0,Left Winger,28.0,€5.00m
Premier League,Fulham,Adama Traoré,2.0,3.87,7.0,47.0,37.0,5.41,6.85,17.0,1.0,4.0,0.0,11.0,6.0,365.0,81.29,39.0,0.0,0.0,0.0,0.0,0.0,Right Winger,29.0,€10.00m
Laliga,Athletic Club,Gorka Guruzeta,6.0,5.25,6.0,10.0,52.0,11.54,6.85,15.0,8.0,17.0,0.0,2.0,2.0,274.0,74.25,15.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,28.0,€12.00m
Premier League,Wolves,Jørgen Strand Larsen,13.0,10.04,13.0,7.0,53.0,24.53,6.85,9.0,6.0,28.0,0.0,5.0,2.0,274.0,63.87,19.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,25.0,€27.00m
Laliga,UD Las Palmas,Manuel Fuster,2.0,0.7,0.0,4.0,17.0,11.76,6.85,16.0,4.0,11.0,0.0,2.0,1.0,378.0,84.94,23.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfielder,27.0,€1.50m
Laliga,Rayo Vallecano,Sergio Camello,3.0,4.03,4.0,13.0,32.0,9.38,6.85,9.0,4.0,16.0,0.0,5.0,2.0,204.0,80.63,19.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,24.0,€3.50m
Laliga,Leganés,Sergio González,2.0,1.47,3.0,4.0,13.0,15.38,6.85,38.0,39.0,179.0,2.0,1.0,0.0,1221.0,83.8,5.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,33.0,€1.50m
Premier League,Aston Villa,Ross Barkley,3.0,1.7,1.0,8.0,15.0,20.0,6.85,14.0,10.0,5.0,0.0,1.0,1.0,325.0,86.44,9.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,31.0,€8.00m
Premier League,Brighton,Billy Gilmour,0.0,0.08,0.0,1.0,1.0,0.0,6.85,3.0,0.0,1.0,0.0,0.0,0.0,58.0,87.88,0.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,23.0,€16.00m
Premier League,Tottenham,Pape Matar Sarr,3.0,3.71,5.0,11.0,34.0,8.82,6.84,47.0,27.0,21.0,0.0,1.0,2.0,856.0,87.79,16.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,22.0,€40.00m
Premier League,Wolves,João Gomes,3.0,2.74,2.0,26.0,33.0,9.09,6.84,105.0,25.0,31.0,0.0,0.0,1.0,1269.0,86.27,22.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,24.0,€40.00m
Laliga,FC Barcelona,Gerard Martín,1.0,0.41,0.0,3.0,5.0,20.0,6.84,20.0,8.0,25.0,0.0,2.0,3.0,497.0,84.52,12.0,0.0,0.0,0.0,0.0,0.0,Left-Back,23.0,€7.50m
Laliga,Leganés,Yvan Neyou,1.0,0.58,0.0,19.0,14.0,7.14,6.84,53.0,25.0,35.0,1.0,1.0,1.0,970.0,88.1,13.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,28.0,€2.50m
Premier League,Leicester,Jamie Vardy,8.0,10.77,14.0,9.0,55.0,14.55,6.84,19.0,5.0,23.0,0.0,6.0,4.0,254.0,69.78,19.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,38.0,€1.00m
Laliga,Leganés,Matija Nastasić,1.0,0.62,1.0,2.0,2.0,50.0,6.84,24.0,19.0,154.0,0.0,0.0,0.0,685.0,82.73,2.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,32.0,€1.00m
Laliga,Getafe,Ramón Terrats,4.0,1.99,2.0,17.0,17.0,23.53,6.84,21.0,7.0,15.0,0.0,3.0,0.0,253.0,75.07,12.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,24.0,€4.00m
Premier League,Wolves,Sam Johnstone,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.0,0.0,9.0,0.0,0.0,0.0,156.0,62.65,1.0,23.0,0.0,0.0,16.0,6.0,Goalkeeper,32.0,€8.00m
Laliga,Celta Vigo,Carlos Domínguez,0.0,0.21,0.0,2.0,3.0,0.0,6.84,21.0,9.0,61.0,1.0,0.0,0.0,761.0,88.18,2.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,24.0,€2.50m
Laliga,Celta Vigo,Jonathan Bamba,0.0,0.81,1.0,15.0,13.0,0.0,6.84,12.0,5.0,5.0,0.0,3.0,1.0,269.0,82.77,12.0,0.0,0.0,0.0,0.0,0.0,Left Winger,29.0,€3.50m
Premier League,Chelsea,João Félix,1.0,2.23,4.0,10.0,20.0,5.0,6.84,8.0,3.0,2.0,0.0,2.0,1.0,168.0,86.15,6.0,0.0,0.0,0.0,0.0,0.0,Second Striker,25.0,€25.00m
Premier League,Fulham,Calvin Bassey,1.0,1.02,1.0,15.0,14.0,7.14,6.84,53.0,19.0,106.0,1.0,0.0,0.0,1891.0,90.18,3.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,25.0,€25.00m
Premier League,Chelsea,Benoît Badiashile,0.0,0.0,0.0,0.0,0.0,0.0,6.84,9.0,6.0,12.0,0.0,0.0,0.0,273.0,90.1,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,24.0,€25.00m
Premier League,Brighton,Lewis Dunk,0.0,0.81,3.0,0.0,12.0,0.0,6.84,17.0,13.0,78.0,1.0,1.0,0.0,1768.0,91.42,6.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,33.0,€8.00m
Premier League,Crystal Palace,Jefferson Lerma,0.0,1.07,0.0,6.0,26.0,0.0,6.84,32.0,37.0,63.0,1.0,2.0,1.0,777.0,78.09,10.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,30.0,€12.00m
Laliga,Celta Vigo,Borja Iglesias,9.0,8.05,9.0,9.0,42.0,21.43,6.84,10.0,6.0,7.0,0.0,6.0,3.0,328.0,72.57,19.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,32.0,€3.00m
Laliga,Valencia CF,Giorgi Mamardashvili,0.0,0.0,0.0,0.0,0.0,0.0,6.84,2.0,1.0,25.0,3.0,0.0,0.0,551.0,62.9,2.0,82.0,8.0,2.0,46.0,22.0,Goalkeeper,24.0,€30.00m
Laliga,Real Valladolid,Abdoulay Juma Bah,0.0,0.27,0.0,3.0,3.0,0.0,6.83,0.0,0.0,0.0,0.0,0.0,0.0,330.0,81.48,1.0,0.0,0.0,0.0,0.0,0.0,Centre Back,19.0,€4.20m
Premier League,Brentford,Mathias Jensen,0.0,0.24,0.0,9.0,6.0,0.0,6.83,14.0,8.0,13.0,0.0,5.0,2.0,315.0,82.03,16.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,29.0,€16.00m
Premier League,Manchester United,Jonny Evans,0.0,0.1,0.0,1.0,1.0,0.0,6.83,7.0,4.0,13.0,0.0,0.0,0.0,172.0,89.12,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,37.0,€1.50m
Laliga,Girona FC,Juanpe,0.0,0.04,0.0,0.0,1.0,0.0,6.83,8.0,8.0,46.0,0.0,0.0,0.0,488.0,87.61,3.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,34.0,€900k
Laliga,Real Betis,Francisco Vieites,0.0,0.03,0.0,0.0,1.0,0.0,6.83,0.0,0.0,2.0,0.0,0.0,0.0,60.0,58.25,0.0,7.0,0.0,0.0,4.0,1.0,Goalkeeper,26.0,€720k
Laliga,RCD Espanyol,Urko González,0.0,0.07,0.0,6.0,1.0,0.0,6.83,36.0,7.0,26.0,0.0,1.0,2.0,279.0,77.07,10.0,0.0,0.0,0.0,0.0,0.0,Right Back,24.0,€1.50m
Laliga,Girona FC,Donny van de Beek,2.0,1.54,0.0,6.0,18.0,11.11,6.83,29.0,10.0,12.0,0.0,4.0,2.0,365.0,83.72,18.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,28.0,€7.50m
Laliga,Real Valladolid,Kike Pérez,2.0,2.06,2.0,8.0,20.0,10.0,6.83,37.0,7.0,17.0,0.0,2.0,0.0,428.0,82.15,17.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,28.0,€2.80m
Laliga,Villarreal,Logan Costa,2.0,0.68,0.0,0.0,11.0,18.18,6.83,35.0,17.0,98.0,0.0,0.0,0.0,1252.0,87.68,3.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,24.0,€15.00m
Laliga,Girona FC,Cristhian Stuani,9.0,6.96,4.0,2.0,29.0,31.03,6.83,8.0,5.0,9.0,0.0,0.0,2.0,85.0,69.67,6.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,38.0,€1.20m
Laliga,RCD Mallorca,Robert Navarro,1.0,1.99,5.0,35.0,18.0,5.56,6.83,30.0,19.0,8.0,0.0,4.0,0.0,347.0,79.95,13.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,23.0,€6.00m
